# 16 mM SDS in pure H2O solution
# E, gamma
# (electrode potential in mV vs SCE), (surface density in 10^10 moles cm^-2)
255.22077197931168, 4.55185307424392
265.5111303353143, 4.611236728979053
275.1782965123788, 4.664035866349878
285.47172982979066, 4.703715168374638
295.13992099399155, 4.74994618817534
304.80503719678325, 4.815881560686414
316.03377127617057, 4.862153579972572
325.70503740178066, 4.8886802470629
335.3763035273908, 4.915206914153228
345.04551967872806, 4.954869816383805
355.33997798327636, 4.98798100083844
364.6991355258492, 5.014499468031677
374.99359383039746, 5.047610652486312
385.1404539873025, 6.026530767038874
394.663096978133, 7.005434481797254
404.5644727158675, 7.557418754394633
414.20088927883967, 7.807261418869194
425.11443981378045, 7.873229590968634
434.47052239494406, 7.919452410872244
444.76395571235594, 7.959131712897004
454.75245535668535, 7.952825992033801
463.80975418758504, 7.913655083628701
475.0446381897908, 7.920518397494112
483.78572848910756, 7.907611759472419
495.02061249131333, 7.91447507333783
