_id,SYMBOL,INDUSTRY,MARKETCAP
680e095a7ccac559e62e5940,ADANIPOWER,Power Generation And Supply,211880.94
680e095a7ccac559e62e5941,ATGL,Miscellaneous,65988.6
680e095a7ccac559e62e5942,LAWSIKHO,Miscellaneous,221.15
680e095a7ccac559e62e5943,ADFFOODS,Food - Processing - Indian,2442.27
680e095a7ccac559e62e5944,BIRLAMONEY,Finance & Investments,845.21
680e095a7ccac559e62e5945,ABSLAMC,Finance & Investments,18529.67
680e095a7ccac559e62e5946,ABFRL,Textiles - Products,32232.45
680e095a7ccac559e62e5947,ABCAPITAL,Finance & Investments,51083.51
680e095a7ccac559e62e5948,AUSL,Steel - Medium / Small,75.62
680e095a7ccac559e62e5949,AVL,Trading,5390.98
680e095a7ccac559e62e594a,ADOR,Electrodes - Welding Equipment,1567.04
680e095a7ccac559e62e594b,ADROITINFO,Computers - Software - Medium / Small,66.8
680e095a7ccac559e62e594c,ADVENZYMES,Pharmaceuticals - Indian - Bulk Drugs & Formln,3238.96
680e095a7ccac559e62e594d,ADVANIHOTR,Hotels,551.58
680e095a7ccac559e62e594e,AEGISLOG,Trading,27235.85
680e095a7ccac559e62e594f,AEROFLEX,Steel - Medium / Small,2231.04
680e095a7ccac559e62e5950,AERON,Plastics Products,243.3
680e095a7ccac559e62e5951,AESTHETIK,Construction,144.82
680e095a7ccac559e62e5952,AETHER,Chemicals,10885
680e095a7ccac559e62e5953,AFCONS,Construction,15555.45
680e095a7ccac559e62e5954,AFFLE,Computers - Software - Medium / Small,22521.56
680e095a7ccac559e62e5955,AFFORDABLE,Engineering,430.79
680e095a7ccac559e62e5956,AGARWALFT,Trading,36.22
680e095a7ccac559e62e5957,AGARIND,Petrochemicals,1494.06
680e095a7ccac559e62e5958,AGARWALTUF,Glass & Glass Products,196.01
680e095a7ccac559e62e5959,AGI,Packaging,5270.9
680e095a7ccac559e62e595a,AGIIL,Construction,1898.36
680e095a7ccac559e62e595b,AGNI,Electric Equipment,48.84
680e095a7ccac559e62e595c,AGRITECH,Miscellaneous,94.64
680e095a7ccac559e62e595d,AGROPHOS,Fertilizers,66.52
680e095a7ccac559e62e595e,AGSTRA,Computers - Hardware,81.81
680e095a7ccac559e62e595f,AHLADA,Steel - Medium / Small,86.98
680e095a7ccac559e62e5960,AHLUCONT,Construction,5750.55
680e095a7ccac559e62e5961,AIAENG,Castings & Forgings,29967.47
680e095a7ccac559e62e5962,AIMTRON,Electronics - Components,1176.96
680e095a7ccac559e62e5963,GOLDTECH,Computers - Software - Medium / Small,217.9
680e095a7ccac559e62e5964,AIRAN,Computers - Software - Medium / Small,341.68
680e095a7ccac559e62e5965,AIROLAM,Miscellaneous,137
680e095a7ccac559e62e5966,AJANTPHARM,Pharmaceuticals - Indian - Formulations,33426.48
680e095a7ccac559e62e5967,AJAXENGG,Engineering,7649.24
680e095a7ccac559e62e5968,AJMERA,Construction,3212.3
680e095a7ccac559e62e5969,AJOONI,Food - Processing - Indian,103.52
680e095a7ccac559e62e596a,AKANKSHA,Electric Equipment,192.08
680e095a7ccac559e62e596b,AKASH,Construction,47.62
680e095a7ccac559e62e596c,AKG,Trading,40.93
680e095a7ccac559e62e596d,AKI,Leather / Leather Products,67.37
680e095a7ccac559e62e596e,AKIKO,Finance & Investments,86.96
680e095a7ccac559e62e596f,AFIL,Finance & Investments,331.58
680e095a7ccac559e62e5970,AKSHOPTFBR,Cables - Telephone,173.44
680e095a7ccac559e62e5971,AKSHAR,Textiles - Cotton/Blended,48.04
680e095a7ccac559e62e5972,AKSHARCHEM,Dyes And Pigments,180.54
680e095a7ccac559e62e5973,AKUMS,Pharmaceuticals - Indian - Bulk Drugs & Formln,8351.33
680e095a7ccac559e62e5974,AKZOINDIA,Paints / Varnishes,16249.69
680e095a7ccac559e62e5975,ALANKIT,Computers - Software - Medium / Small,388.03
680e095a7ccac559e62e5976,ALBERTDAVD,Pharmaceuticals - Indian - Bulk Drugs & Formln,482.67
680e095a7ccac559e62e5977,ALEMBICLTD,Construction,2606.59
680e095a7ccac559e62e5978,APLLTD,Pharmaceuticals - Indian - Bulk Drugs & Formln,17208.12
680e095a7ccac559e62e5979,ALICON,Castings & Forgings,1088.57
680e095a7ccac559e62e597a,ALIVUS,Pharmaceuticals - Indian - Bulk Drugs & Formln,12698.51
680e095a7ccac559e62e597b,ALKALI,Chemicals,89.42
680e095a7ccac559e62e597c,ALKEM,Pharmaceuticals - Indian - Bulk Drugs & Formln,60183.04
680e095a7ccac559e62e597d,ALKYLAMINE,Chemicals,9247.51
680e095a7ccac559e62e597e,ALLETEC,Computers - Software - Medium / Small,700.43
680e095a7ccac559e62e597f,ACLGATI,Trading,933.05
680e095a7ccac559e62e5980,ALLCARGO,Miscellaneous,2912.97
680e095a7ccac559e62e5981,ATL,Miscellaneous,630.21
680e095a7ccac559e62e5982,ALLDIGI,Computers - Software - Medium / Small,1465.24
680e095a7ccac559e62e5983,ABDL,Breweries & Distilleries,8982.89
680e095a7ccac559e62e5984,ADSL,Computers - Software - Medium / Small,1088.97
680e095a7ccac559e62e5985,ALMONDZ,Finance & Investments,398.67
680e095a7ccac559e62e5986,ALOKINDS,Textiles - Processing,8614.69
680e095a7ccac559e62e5987,ALPA,Pharmaceuticals - Indian - Bulk Drugs & Formln,227.58
680e095a7ccac559e62e5988,ALPEXSOLAR,Electric Equipment,1934.74
680e095a7ccac559e62e5989,ALPHAGEO,Miscellaneous,160.44
680e095a7ccac559e62e598a,ALPSINDUS,Textiles - Products,9.82
680e095a7ccac559e62e598b,ALUWIND,Construction,139.77
680e095a7ccac559e62e598c,ARE&M,Auto Ancillaries,18104.87
680e095a7ccac559e62e598d,AMBANIORGO,Chemicals,76.59
680e095a7ccac559e62e598e,AMBER,Electronics - Components,21626.75
680e095a7ccac559e62e598f,AMBEY,Pesticides / Agrochemicals - Indian,94.55
680e095a7ccac559e62e5990,AMBICAAGAR,Chemicals,48.75
680e095a7ccac559e62e5991,AMBIKCO,Textiles - Cotton/Blended,781.69
680e095a7ccac559e62e5992,AMBUJACEM,Cement - North India,135151.59
680e095a7ccac559e62e5993,AMDIND,Packaging,89.99
680e095a7ccac559e62e5994,AMEYA,Engineering,81.56
680e095a7ccac559e62e5995,AMIORG,Pharmaceuticals - Indian - Bulk Drugs,8758.34
680e095a7ccac559e62e5996,AMIABLE,Miscellaneous,15.17
680e095a7ccac559e62e5997,AMNPLST,Chemicals,1193.88
680e095a7ccac559e62e5998,AMJLAND,Construction,199.42
680e095a7ccac559e62e5999,AMRUTANJAN,Pharmaceuticals - Indian - Formulations,1892.2
680e095a7ccac559e62e599a,ANANDRATHI,Finance & Investments,14606.65
680e095a7ccac559e62e599b,ANANTRAJ,Construction,15741.93
680e095a7ccac559e62e599c,ACL,Cement - South India,524.83
680e095a7ccac559e62e599d,ANDHRAPAP,Paper,1478.45
680e095a7ccac559e62e599e,ANDHRSUGAR,Chlor Alkali / Soda Ash,962.71
680e095a7ccac559e62e599f,ANDREWYU,Diversified - Medium / Small,1379.33
680e095a7ccac559e62e59a0,ANGELONE,Finance & Investments,21024.06
680e095a7ccac559e62e59a1,AISL,Miscellaneous,96.95
680e095a7ccac559e62e59a2,ANIKINDS,Trading,320.01
680e095a7ccac559e62e59a3,APCL,Cement - South India,391.95
680e095a7ccac559e62e59a4,ANKITMETAL,Steel - Medium / Small,27.94
680e095a7ccac559e62e59a5,ANLON,Miscellaneous,198.92
680e095a7ccac559e62e59a6,ANMOL,Trading,90.38
680e095a7ccac559e62e59a7,ANNAPURNA,Food - Processing - Indian,612.38
680e095a7ccac559e62e59a8,ANSALAPI,Construction,71.3
680e095a7ccac559e62e59a9,ANTGRAPHIC,Packaging,15.97
680e095a7ccac559e62e59aa,AWHCL,Miscellaneous,1409.41
680e095a7ccac559e62e59ab,ANUHPHR,Pharmaceuticals - Indian - Bulk Drugs,873.35
680e095a7ccac559e62e59ac,ANURAS,Chemicals,9413.42
680e095a7ccac559e62e59ad,ANYA,Packaging,263.4
680e095a7ccac559e62e59ae,ANZEN,Power Generation And Supply,2236.61
680e095a7ccac559e62e59af,APARINDS,Electric Equipment,22251.24
680e095a7ccac559e62e59b0,APCOTEXIND,Miscellaneous,1628.97
680e095a7ccac559e62e59b1,PARKHOTELS,Hotels,3415.91
680e095a7ccac559e62e59b2,APEXECO,Engineering,138.25
680e095a7ccac559e62e59b3,APEX,Aquaculture,674.81
680e095a7ccac559e62e59b4,APLAPOLLO,Steel - Large,44872.95
680e095a7ccac559e62e59b5,APOLLOHOSP,Healthcare,99973.47
680e095a7ccac559e62e59b6,APOLLO,Electronics - Components,3424.71
680e095a7ccac559e62e59b7,APOLLOPIPE,Plastics Products,1652.03
680e095a7ccac559e62e59b8,APOLSINHOT,Hotels,337.43
680e095a7ccac559e62e59b9,APOLLOTYRE,Tyres,29303.56
680e095a7ccac559e62e59ba,APRAMEYA,Healthcare,200.97
680e095a7ccac559e62e59bb,APTECHT,Computers - Education,913.67
680e095a7ccac559e62e59bc,APTUS,Finance - Housing,16328.93
680e095a7ccac559e62e59bd,ARABIAN,Chemicals,75.15
680e095a7ccac559e62e59be,ACI,Chemicals,8105.5
680e095a7ccac559e62e59bf,ADL,Miscellaneous,55.84
680e095a7ccac559e62e59c0,ARCHIDPLY,Miscellaneous,185.58
680e095a7ccac559e62e59c1,ARCHIES,Trading,61.75
680e095a7ccac559e62e59c2,ARHAM,Electronics - Consumer,149.74
680e095a7ccac559e62e59c3,ARIES,Fertilizers,357.75
680e095a7ccac559e62e59c4,ARIHANTACA,Miscellaneous,164.7
680e095a7ccac559e62e59c5,ARIHANTCAP,Finance & Investments,712.44
680e095a7ccac559e62e59c6,ARIHANTSUP,Construction,1564.9
680e095a7ccac559e62e59c7,ARISTO,Pesticides / Agrochemicals - Indian,93.27
680e095a7ccac559e62e59c8,ARKADE,Construction,3051.2
680e095a7ccac559e62e59c9,ARMANFIN,Finance & Investments,1711.11
680e095a7ccac559e62e59ca,AROGRANITE,Miscellaneous,53.46
680e095a7ccac559e62e59cb,ARROWGREEN,Plastics Products,961.71
680e095a7ccac559e62e59cc,ARSHIYA,Miscellaneous,81.68
680e095a7ccac559e62e59cd,ARSSINFRA,Construction,88.86
680e095a7ccac559e62e59ce,ARTNIRMAN,Construction,115.35
680e095a7ccac559e62e59cf,ARTEMISMED,Healthcare,3695.6
680e095a7ccac559e62e59d0,ARVEE,Chemicals,163.53
680e095a7ccac559e62e59d1,ARVINDFASN,Trading,5504.95
680e095a7ccac559e62e59d2,ARVIND,Textiles - Cotton/Blended,10151.99
680e095a7ccac559e62e59d3,ARVINDPORT,Shipping,96.16
680e095a7ccac559e62e59d4,ARVSMART,Construction,3106.9
680e095a7ccac559e62e59d5,ASAHIINDIA,Glass & Glass Products,17132.47
680e095a7ccac559e62e59d6,ASAHISONG,Dyes And Pigments,415.15
680e095a7ccac559e62e59d7,ASCOM,Finance & Investments,115.74
680e095a7ccac559e62e59d8,ASHALOG,Miscellaneous,108.31
680e095a7ccac559e62e59d9,ASHAPURMIN,Mining / Minerals / Metals,3364.43
680e095a7ccac559e62e59da,ASHIANA,Construction,2634.76
680e095a7ccac559e62e59db,ASHIMASYN,Textiles - Cotton/Blended,575.36
680e095a7ccac559e62e59dc,ASHOKLEY,Automobiles - LCVs / HCVs,66083.61
680e095a7ccac559e62e59dd,ASHOKA,Engineering - Turnkey Services,5346.94
680e095a7ccac559e62e59de,ASHOKAMET,Trading,46.09
680e095a7ccac559e62e59df,ASIANENE,Oil Drilling / Allied Services,1309.88
680e095a7ccac559e62e59e0,ASIANTILES,Ceramics - Tiles / Sanitaryware,650.09
680e095a7ccac559e62e59e1,AHLEAST,Hotels,238.82
680e095a7ccac559e62e59e2,ASIANHOTNR,Hotels,710.43
680e095a7ccac559e62e59e3,ASIANPAINT,Paints / Varnishes,233238.53
680e095a7ccac559e62e59e4,ASKAUTOLTD,Auto Ancillaries,8048.35
680e095a7ccac559e62e59e5,ASLIND,Auto Ancillaries,44.01
680e095a7ccac559e62e59e6,ASPINWALL,Miscellaneous,198.5
680e095a7ccac559e62e59e7,ASPIRE,Trading,54.11
680e095a7ccac559e62e59e8,ASALCBR,Breweries & Distilleries,2470.66
680e095a7ccac559e62e59e9,ASTEC,Pesticides / Agrochemicals - Indian,1391.72
680e095a7ccac559e62e59ea,ASTERDM,Healthcare,25237.9
680e095a7ccac559e62e59eb,ASTRAMICRO,Telecommunications - Equipment,7464.58
680e095a7ccac559e62e59ec,ASTRAL,Plastics Products,36093.76
680e095a7ccac559e62e59ed,ASTRAZEN,Pharmaceuticals - Multinational,21812.5
680e095a7ccac559e62e59ee,ASTRON,Paper,60.68
680e095a7ccac559e62e59ef,ATALREAL,Construction,168.19
680e095a7ccac559e62e59f0,ATAM,Engineering,119.43
680e095a7ccac559e62e59f1,ATCENERGY,Dry Cells,218.26
680e095a7ccac559e62e59f2,ATLANTAA,Engineering - Turnkey Services,326
680e095a7ccac559e62e59f3,ATLASCYCLE,Cycles And Accessories,55.84
680e095a7ccac559e62e59f4,ATMASTCO,Engineering - Turnkey Services,429.02
680e095a7ccac559e62e59f5,ATUL,Chemicals,18885.41
680e095a7ccac559e62e59f6,ATULAUTO,Automobiles - Scooters And 3 - Wheelers,1373.41
680e095a7ccac559e62e59f7,AUBANK,Banks - Private Sector,50266.98
680e095a7ccac559e62e59f8,AURDIS,Breweries & Distilleries,198.34
680e095a7ccac559e62e59f9,AURIONPRO,Computers - Software - Medium / Small,8085.47
680e095a7ccac559e62e59fa,AUROIMPEX,Electrodes - Welding Equipment,64.66
680e095a7ccac559e62e59fb,AUROPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,71490.37
680e095a7ccac559e62e59fc,AURUM,Computers - Software - Medium / Small,519.75
680e095a7ccac559e62e59fd,AUSOMENT,Trading,113.66
680e095a7ccac559e62e59fe,APS,Electric Equipment,860.17
680e095a7ccac559e62e59ff,AIIL,Finance & Investments,29291.49
680e095a7ccac559e62e5a00,AUTOIND,Auto Ancillaries,303.48
680e095a7ccac559e62e5a01,AUTOAXLES,Auto Ancillaries,2539.69
680e095a7ccac559e62e5a02,ASAL,Auto Ancillaries,834.24
680e095a7ccac559e62e5a03,AVADHSUGAR,Sugar,1100.81
680e095a7ccac559e62e5a04,AVALON,Electronics - Components,5563.43
680e095a7ccac559e62e5a05,AVANTEL,Telecommunications - Equipment,3177.16
680e095a7ccac559e62e5a06,AVANTIFEED,Food - Processing - Indian,12269.6
680e095a7ccac559e62e5a07,DMART,Trading,284708.73
680e095a7ccac559e62e5a08,AVG,Miscellaneous,368.22
680e095a7ccac559e62e5a09,AVIANSH,Textiles - Cotton/Blended,139.77
680e095a7ccac559e62e5a0a,AVONMORE,Finance & Investments,612.34
680e095a7ccac559e62e5a0b,AVPINFRA,Construction,420.9
680e095a7ccac559e62e5a0c,AVROIND,Plastics Products,208.32
680e095a7ccac559e62e5a0d,AVSL,Plastics Products,80.02
680e095a7ccac559e62e5a0e,AVTNPL,Food - Processing - Indian,924.61
680e095a7ccac559e62e5a0f,AWFIS,Miscellaneous,4681.43
680e095a7ccac559e62e5a10,AWL,Solvent Extraction,35604.7
680e095a7ccac559e62e5a11,AXISBANK,Banks - Private Sector,361283.19
680e095a7ccac559e62e5a12,AXISCADES,Computers - Software - Medium / Small,3436.79
680e095a7ccac559e62e5a13,AXITA,Textiles - Products,347.77
680e095a7ccac559e62e5a14,AYMSYNTEX,Textiles - Processing,1188.97
680e095a7ccac559e62e5a15,AZAD,Engineering,9717.61
680e095a7ccac559e62e5a16,BHEL,Electric Equipment,77430.64
680e095a7ccac559e62e5a17,BPCL,Refineries,128289.61
680e095a7ccac559e62e5a18,BCP,Trading,14.52
680e095a7ccac559e62e5a19,BLKASHYAP,Construction,1500.98
680e095a7ccac559e62e5a1a,BBTCL,Paper,337.88
680e095a7ccac559e62e5a1b,STYLEBAAZA,Trading,2292.92
680e095a7ccac559e62e5a1c,BABAFP,Food - Processing - Indian,70.29
680e095a7ccac559e62e5a1d,BAFNAPH,Pharmaceuticals - Indian - Formulations,190.2
680e095a7ccac559e62e5a1e,BAGFILMS,Entertainment / Electronic Media Software,129.64
680e095a7ccac559e62e5a1f,BAHETI,Aluminium and Aluminium Products,595.46
680e095a7ccac559e62e5a20,BAIDFIN,Finance & Investments,130.51
680e095a7ccac559e62e5a21,BAJAJ-AUTO,Automobiles - Scooters And 3 - Wheelers,224355.56
680e095a7ccac559e62e5a22,BAJAJCON,Personal Care - Indian,2434.49
680e095a7ccac559e62e5a23,BAJAJELEC,Domestic Appliances,6385.35
680e095a7ccac559e62e5a24,BAJFINANCE,Finance & Investments,566245.79
680e095a7ccac559e62e5a25,BAJAJFINSV,Finance & Investments,326597.23
680e095a7ccac559e62e5a26,BAJAJHCARE,Pharmaceuticals - Indian - Bulk Drugs & Formln,1868.47
680e095a7ccac559e62e5a27,BAJAJHIND,Sugar,2622.42
680e095a7ccac559e62e5a28,BAJAJHLDNG,Finance & Investments,135751.54
680e095a7ccac559e62e5a29,BAJAJHFL,Finance - Housing,104187.51
680e095a7ccac559e62e5a2a,BAJEL,Engineering - Turnkey Services,2030.56
680e095a7ccac559e62e5a2b,BALPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,170.58
680e095a7ccac559e62e5a2c,BALAMINES,Chemicals,4214.07
680e095a7ccac559e62e5a2d,BALAJIPHOS,Fertilizers,325.03
680e095a7ccac559e62e5a2e,BALAJITELE,Entertainment / Electronic Media Software,921.43
680e095a7ccac559e62e5a2f,BALAXI,Pharmaceuticals - Indian - Bulk Drugs & Formln,322.25
680e095a7ccac559e62e5a30,BALKRISIND,Tyres,48681.13
680e095a7ccac559e62e5a31,BALKRISHNA,Paper,58.67
680e095a7ccac559e62e5a32,BALMLAWRIE,Diversified - Large,3272.5
680e095a7ccac559e62e5a33,BALRAMCHIN,Sugar,11547.81
680e095a7ccac559e62e5a34,BALUFORGE,Castings & Forgings,5988.11
680e095a7ccac559e62e5a35,BANARBEADS,Glass & Glass Products,79.85
680e095a7ccac559e62e5a36,BANCOINDIA,Auto Ancillaries,5538.4
680e095a7ccac559e62e5a37,BANDHANBNK,Banks - Private Sector,26653.52
680e095a7ccac559e62e5a38,BANG,Trading,63.85
680e095a7ccac559e62e5a39,BANKBARODA,Banks - Public Sector,127624.05
680e095a7ccac559e62e5a3a,BANKINDIA,Banks - Public Sector,52487.71
680e095a7ccac559e62e5a3b,MAHABANK,Banks - Public Sector,38465.47
680e095a7ccac559e62e5a3c,BANKA,Miscellaneous,76.08
680e095a7ccac559e62e5a3d,BASML,Textiles - Cotton/Blended,242.91
680e095a7ccac559e62e5a3e,BANARISUG,Sugar,5153.57
680e095a7ccac559e62e5a3f,BANSALWIRE,Steel - Medium / Small,5729.95
680e095a7ccac559e62e5a40,BANSWRAS,Textiles - Spinning - Synthetic / Blended,448.51
680e095a7ccac559e62e5a41,BVCL,Cement - North India,86.29
680e095a7ccac559e62e5a42,BARBEQUE,Hotels,1085.38
680e095a7ccac559e62e5a43,BARFLEX,Packaging,147.75
680e095a7ccac559e62e5a44,ASMS,Computers - Software - Medium / Small,517.17
680e095a7ccac559e62e5a45,BASF,Chemicals,19586.32
680e095a7ccac559e62e5a46,BASILIC,Entertainment / Electronic Media Software,795.27
680e095a7ccac559e62e5a47,BATAINDIA,Leather / Leather Products,15562.11
680e095a7ccac559e62e5a48,BAWEJA,Entertainment / Electronic Media Software,88.82
680e095a7ccac559e62e5a49,BAYERCROP,Pesticides / Agrochemicals - Multinational,22009.94
680e095a7ccac559e62e5a4a,BCLIND,Breweries & Distilleries,1143.46
680e095a7ccac559e62e5a4b,BEACON,Finance & Investments,153.01
680e095a7ccac559e62e5a4c,BEARDSELL,Plastics Products,109.63
680e095a7ccac559e62e5a4d,BEDMUTHA,Mining / Minerals / Metals,526.45
680e095a7ccac559e62e5a4e,BLAL,Construction,862.21
680e095a7ccac559e62e5a4f,BEML,Engineering,12701.16
680e095a7ccac559e62e5a50,BERGEPAINT,Paints / Varnishes,64415.69
680e095a7ccac559e62e5a51,BESTAGRO,Pesticides / Agrochemicals - Indian,893.06
680e095a7ccac559e62e5a52,BETA,Pharmaceuticals - Indian - Bulk Drugs,1823.08
680e095a7ccac559e62e5a53,BEWLTD,Engineering,267.35
680e095a7ccac559e62e5a54,BFINVEST,Finance & Investments,1872.64
680e095a7ccac559e62e5a55,BFUTILITIE,Power Generation And Supply,2774.22
680e095a7ccac559e62e5a56,BGRENERGY,Engineering - Turnkey Services,709.64
680e095a7ccac559e62e5a57,BHAGERIA,Dyes And Pigments,705.9
680e095a7ccac559e62e5a58,BHAGCHEM,Pesticides / Agrochemicals - Indian,3994.46
680e095a7ccac559e62e5a59,BHAGYANGR,Power Generation And Supply,234.91
680e095a7ccac559e62e5a5a,BHANDARI,Textiles - Products,116.42
680e095a7ccac559e62e5a5b,BEPL,Petrochemicals,2754.37
680e095a7ccac559e62e5a5c,BBL,Electric Equipment,3338.26
680e095a7ccac559e62e5a5d,BDL,Engineering,51817.28
680e095a7ccac559e62e5a5e,BEL,Electronics - Components,217539.02
680e095a7ccac559e62e5a5f,BHARATFORG,Castings & Forgings,52039.95
680e095a7ccac559e62e5a60,BHARATGEAR,Auto Ancillaries,115.98
680e095a7ccac559e62e5a61,BHARATRAS,Pesticides / Agrochemicals - Indian,4103.74
680e095a7ccac559e62e5a62,BRNL,Construction,225.57
680e095a7ccac559e62e5a63,BHARATSE,Auto Ancillaries,475.14
680e095a7ccac559e62e5a64,BHARATWIRE,Steel - Medium / Small,1273.7
680e095a7ccac559e62e5a65,BGLOBAL,Computers - Software - Medium / Small,5.23
680e095a7ccac559e62e5a66,BHARTIARTL,Telecommunications - Service Provider,1090102.6
680e095a7ccac559e62e5a67,BHARTIHEXA,Telecommunications - Service Provider,79245
680e095a7ccac559e62e5a68,BIL,Leather / Leather Products,774
680e095a7ccac559e62e5a69,BIGBLOC,Cement Products,970.93
680e095a7ccac559e62e5a6a,BIKAJI,Food - Processing - Indian,18264.45
680e095a7ccac559e62e5a6b,BIKEWO,Automobiles - Motorcycles / Mopeds,21.39
680e095a7ccac559e62e5a6c,BINANIIND,Miscellaneous,56.02
680e095a7ccac559e62e5a6d,BIOCON,Pharmaceuticals - Indian - Bulk Drugs & Formln,37440.71
680e095a7ccac559e62e5a6e,BIOFILCHEM,Pharmaceuticals - Indian - Formulations,74.73
680e095a7ccac559e62e5a6f,BIRLACABLE,Cables - Telephone,454.26
680e095a7ccac559e62e5a70,BIRLACORPN,Cement - North India,8352.5
680e095a7ccac559e62e5a71,BIRLANU,Cement Products,1399.59
680e095a7ccac559e62e5a72,BSOFT,Computers - Software - Medium / Small,10727.45
680e095a7ccac559e62e5a73,BBOX,Computers - Software - Medium / Small,6828.91
680e095a7ccac559e62e5a74,BLBLIMITED,Finance & Investments,83.69
680e095a7ccac559e62e5a75,BLISSGVS,Pharmaceuticals - Indian - Formulations,1284.15
680e095a7ccac559e62e5a76,BLSE,Computers - Software - Medium / Small,1377.2
680e095a7ccac559e62e5a77,BLS,Computers - Software - Medium / Small,15298.23
680e095a7ccac559e62e5a78,BLUECOAST,Hotels,45.33
680e095a7ccac559e62e5a79,BLUECHIP,Finance & Investments,37.16
680e095a7ccac559e62e5a7a,BLUEDART,Couriers,15190.76
680e095a7ccac559e62e5a7b,BLUEJET,Pharmaceuticals - Indian - Bulk Drugs & Formln,12542.42
680e095a7ccac559e62e5a7c,BLUEPEBBLE,Miscellaneous,84.05
680e095a7ccac559e62e5a7d,BLUESTARCO,Air-conditioners,35760.52
680e095a7ccac559e62e5a7e,BODALCHEM,Dyes And Pigments,839.29
680e095a7ccac559e62e5a7f,BTML,Entertainment / Electronic Media Software,145.48
680e095a7ccac559e62e5a80,BOHRAIND,Fertilizers,42.46
680e095a7ccac559e62e5a81,BBTC,Auto Ancillaries,13281.08
680e095a7ccac559e62e5a82,BOMDYEING,Textiles - Manmade,2778.93
680e095a7ccac559e62e5a83,BMETRICS,Trading,55.84
680e095a7ccac559e62e5a84,BSHSL,Miscellaneous,1429.56
